,val_loss,val_binary_accuracy,loss,binary_accuracy
0,0.5036328473063403,0.9966803193092346,88.68321136782566,0.987499475479126
1,0.14315499786126654,0.9966803193092346,0.27871310114860537,0.9966937303543091
2,0.10239598333241536,0.9966803193092346,0.12399811254193385,0.9966937303543091
3,0.08892698978318328,0.9966803193092346,0.09689854985723893,0.9966937303543091
4,0.08183895810151418,0.9966803193092346,0.08643439303462704,0.9966937303543091
5,0.07728076691544333,0.9966803193092346,0.08033796204254032,0.9966937899589539
6,0.073703573193661,0.9966803193092346,0.07603501888612905,0.9966936111450195
7,0.07033947674539003,0.9966803193092346,0.07234094658245643,0.9966937899589539
8,0.06716688791679781,0.9966803193092346,0.06884312893574436,0.9966938495635986
9,0.06287947413434222,0.9966803193092346,0.06497591431252658,0.9966937303543091
10,0.058312818302813166,0.9966803193092346,0.06075641360754768,0.9966937899589539
11,0.052854513879432234,0.9966803193092346,0.055684955790638924,0.9966935515403748
12,0.04617759540825587,0.9966803193092346,0.049401712821175656,0.996694028377533
13,0.04043272741609238,0.9966803193092346,0.04277767604216933,0.9966939091682434
14,0.036400255985384766,0.9966803193092346,0.0378203774181505,0.99669349193573
15,0.03309536502507834,0.9966803193092346,0.03416292852877329,0.9966937899589539
16,0.0299980797900809,0.9966803193092346,0.030984408377359312,0.9966935515403748
17,0.027079414334952635,0.9966803193092346,0.02795129957764099,0.99669349193573
18,0.024463609869644493,0.9966803193092346,0.02519683486316353,0.9966940879821777
19,0.02189251627661659,0.9966803193092346,0.02261961786231647,0.9966937899589539
20,0.019582065465887914,0.9966803193092346,0.020164780823203426,0.9966941475868225
21,0.017544351292285213,0.9966803193092346,0.01796430703252554,0.996694028377533
22,0.015863875994625874,0.9966803193092346,0.016107839392498137,0.9966935515403748
23,0.014441346839392105,0.9966803193092346,0.014547363350478312,0.9966937303543091
24,0.01329235254827132,0.9966803193092346,0.013257901455896596,0.9966937899589539
25,0.012328512573682787,0.9966803193092346,0.01221190058082963,0.9966938495635986
26,0.011525789820326126,0.9966803193092346,0.01132741798258697,0.996694028377533
27,0.01087732380101352,0.9966803193092346,0.010632228812513252,0.9966937303543091
