,val_loss,val_binary_accuracy,loss,binary_accuracy
0,0.15474337796089657,0.9633302688598633,0.15486753930648167,0.9626595377922058
1,0.15461720346760907,0.9633302688598633,0.15446588955819607,0.9626595377922058
2,0.15478040732789872,0.9633302688598633,0.15430485593775908,0.9626595377922058
3,0.15446674637496471,0.9633302688598633,0.1542196974158287,0.9626598358154297
4,0.15428110214562907,0.9633302688598633,0.1540718531856934,0.9626597166061401
5,0.15414828349189505,0.9633302688598633,0.15401096132894357,0.9626600742340088
6,0.154076065793881,0.9633302688598633,0.1539105698466301,0.9626597166061401
7,0.1541611908430673,0.9633302688598633,0.15379676794012387,0.9626598358154297
8,0.15406487452676923,0.9633302688598633,0.15375313634673754,0.9626596570014954
9,0.153945243864806,0.9633302688598633,0.15360999815165996,0.9626597166061401
10,0.15393233874757029,0.9633302688598633,0.15364210940897466,0.9626595377922058
11,0.1538136691795631,0.9633302688598633,0.1534761036435763,0.9626598358154297
12,0.15376612526732822,0.9633302688598633,0.15342678055167197,0.9626597166061401
13,0.15377541678490433,0.9633302688598633,0.15336918408672015,0.9626596570014954
14,0.15378999430376825,0.9633302688598633,0.15326889492571355,0.9626598358154297
15,0.15362910663962762,0.9633302688598633,0.1532772347331047,0.9626597166061401
16,0.15362226575662527,0.9633302688598633,0.15320006733139355,0.9626598358154297
17,0.1535910623290412,0.9633302688598633,0.15312671723465124,0.9626597166061401
18,0.15353199551222332,0.9633302688598633,0.15305070268611112,0.9626596570014954
19,0.15355806235855204,0.9633302688598633,0.15305864103138447,0.9626597166061401
20,0.15358421098799802,0.9633302688598633,0.15298111500839393,0.9626597166061401
21,0.15350009770785455,0.9633302688598633,0.15290467565258345,0.9626600742340088
22,0.1535237622741251,0.9633302688598633,0.15287364882727464,0.9626597166061401
23,0.15349457639445893,0.9633302688598633,0.15287978549798328,0.9626596570014954
24,0.15347830359622885,0.9633302688598633,0.15278785303235054,0.9626599550247192
25,0.15342146835206355,0.9633302688598633,0.1527873841424783,0.9626597166061401
26,0.15350982304848113,0.9633302688598633,0.15277190941075483,0.9626596570014954
