,val_loss,val_categorical_accuracy,loss,categorical_accuracy
0,1.4159253338972728,0.11884167045354843,1.491900485974771,0.09006411582231522
1,1.301757574081421,0.132004514336586,1.2980397740999858,0.11695855855941772
2,1.1108189125855763,0.20458818972110748,1.1561339265770383,0.16304488480091095
3,0.9440262913703918,0.3083866238594055,0.98807726772847,0.2370583862066269
4,0.7793959230184555,0.41669800877571106,0.8166055017047458,0.3440767526626587
5,0.6667581920822462,0.5208725333213806,0.671250910670669,0.43809974193573
6,0.5596673066417376,0.582173764705658,0.5564782487021552,0.5200740098953247
7,0.4895157292485237,0.6280556321144104,0.4616467722312168,0.5884073972702026
8,0.4305085018277168,0.6682963371276855,0.3870498257930632,0.6475321650505066
9,0.3928492528696855,0.7010154128074646,0.3305932860131617,0.6916821002960205
10,0.35405200844009715,0.7359910011291504,0.2904246813721127,0.7246009111404419
11,0.33244550476471585,0.7491537928581238,0.25606432626092873,0.7513662576675415
12,0.3243338465690613,0.7578036785125732,0.2321397244102425,0.7709453701972961
13,0.30715282758076984,0.7720947861671448,0.21284903268571254,0.7864366173744202
14,0.2980053884287675,0.7781120538711548,0.19749775349541945,0.7972373962402344
15,0.2952311486005783,0.7781120538711548,0.18453345689232703,0.8120400905609131
16,0.29137349004546803,0.7856336832046509,0.17645311300401334,0.8163862228393555
17,0.2803882484634717,0.7893944978713989,0.1668808187737509,0.8218942284584045
18,0.2781764542063077,0.7946596741676331,0.16130877320689183,0.8250355124473572
19,0.27909108872214955,0.7946596741676331,0.1544522287806979,0.832307755947113
20,0.27745606377720833,0.8003008365631104,0.14891342439309316,0.8341150879859924
21,0.2724170858661334,0.8044377565383911,0.14601869508624077,0.8391497135162354
22,0.27105935911337536,0.7991726398468018,0.14096458663267117,0.8422479629516602
23,0.2749443327387174,0.7920270562171936,0.13726256325565003,0.8454752564430237
24,0.2753108988205592,0.8014290928840637,0.13478066275517145,0.8472395539283752
25,0.2760658673942089,0.8003008365631104,0.13203640640885742,0.8480571508407593
26,0.2700400489072005,0.8044377565383911,0.13056127975384393,0.8501656651496887
27,0.27093853428959846,0.796916127204895,0.12715002038964518,0.8533069491386414
28,0.27024485046664876,0.8070703148841858,0.12474039024500935,0.8527475595474243
29,0.27253885567188263,0.8018051981925964,0.12243191339075565,0.8573518395423889
30,0.27138137941559154,0.8006769418716431,0.12105052324908751,0.8593313097953796
31,0.27106176937619847,0.8025573492050171,0.12147878758885243,0.8565343022346497
32,0.27188480645418167,0.8115832805633545,0.118676473007158,0.859804630279541
33,0.27077336981892586,0.8063181638717651,0.11789922809435262,0.8596324920654297
34,0.27181628222266835,0.8070703148841858,0.11735721270519274,0.8599337339401245
35,0.26802972455819446,0.8029334545135498,0.11561420877222661,0.8609665036201477
36,0.2724634222686291,0.8063181638717651,0.11490067605067182,0.862300455570221
37,0.2702963203191757,0.8123354911804199,0.11300491645104355,0.8632471561431885
38,0.272359727571408,0.8029334545135498,0.1123386815328289,0.8642798662185669
39,0.2723968115945657,0.8070703148841858,0.11076251989989369,0.8665605187416077
40,0.2704716982940833,0.8070703148841858,0.11140690840504787,0.8653987050056458
41,0.27523351088166237,0.8097028732299805,0.11045906520276158,0.865656852722168
42,0.2722880405684312,0.8021812438964844,0.10962209008910039,0.8653987050056458
43,0.27465136473377544,0.8070703148841858,0.1095000859349966,0.865915060043335
44,0.27070948109030724,0.8127115368843079,0.10911806962556309,0.867033839225769
45,0.2696632581452529,0.8108311295509338,0.1083057787683275,0.8651835322380066
