,val_loss,val_categorical_accuracy,loss,categorical_accuracy
0,0.8488678385814031,0.4889129400253296,0.914794350111926,0.4375409483909607
1,0.8301970462004343,0.5024337768554688,0.8533639626370536,0.47644010186195374
2,0.8197576651970545,0.5116279125213623,0.839449394080374,0.4856734275817871
3,0.8256544172763824,0.5143320560455322,0.830315960502183,0.4977065622806549
4,0.8085387299458185,0.5300162434577942,0.8225262452054907,0.5126585960388184
5,0.8097516596317291,0.5408328771591187,0.816849262074188,0.5175433158874512
6,0.8015527625878652,0.5657112002372742,0.8096514708466,0.5301125645637512
7,0.7958600968122482,0.5484045147895813,0.8055521768552286,0.5384523868560791
8,0.7921291788419088,0.5684153437614441,0.8000789124656607,0.5500684976577759
9,0.7937057465314865,0.570037841796875,0.7967754199549004,0.5607910752296448
10,0.7870009541511536,0.5738236904144287,0.7944426597268494,0.5642461180686951
11,0.7793645511070887,0.5732828378677368,0.7894649246224651,0.5714541077613831
12,0.7813427646954855,0.5905895233154297,0.7868872671215622,0.5728241801261902
13,0.7757528920968374,0.5927528142929077,0.7836820510802446,0.5803895592689514
14,0.7747389723857244,0.604651153087616,0.7795459887495747,0.5882528424263
15,0.7721928060054779,0.6014061570167542,0.7785580152714694,0.592124879360199
16,0.7723155270020167,0.6100594997406006,0.7766661092087075,0.5962947607040405
17,0.7697885483503342,0.6078961491584778,0.7709132537797645,0.5968904495239258
18,0.7719028244415919,0.6122228503227234,0.7707135489693394,0.6074938774108887
19,0.7651934623718262,0.6241211295127869,0.7682593602825094,0.6087448596954346
20,0.7602984309196472,0.6273661255836487,0.7632798850536346,0.6165485382080078
21,0.7621738513310751,0.622498631477356,0.7619089931249619,0.6209567189216614
22,0.7562351524829865,0.6408869624137878,0.7590887055352882,0.6215524077415466
23,0.7585172255833944,0.637641966342926,0.7567112434793402,0.6325132250785828
24,0.7588513294855753,0.6462953090667725,0.7540295151648698,0.6342408061027527
25,0.7534739772478739,0.655489444732666,0.7522084337693674,0.6366831660270691
26,0.7495650400718054,0.6598161458969116,0.7496786528715381,0.6438315510749817
27,0.7468132625023524,0.6614386439323425,0.7470146527996769,0.6490141153335571
28,0.749484787384669,0.6652244329452515,0.7445769216175433,0.6560433506965637
29,0.7474072575569153,0.6695511341094971,0.743454087111685,0.6608685255050659
30,0.7447226047515869,0.6717144250869751,0.741353957189454,0.6616429090499878
31,0.7451403091351191,0.6792861223220825,0.739131715838556,0.6686125993728638
32,0.7416062653064728,0.672255277633667,0.7381421702879446,0.6674807667732239
33,0.7411656032005945,0.6830719113349915,0.7351255002948973,0.6752249002456665
34,0.7463667194048563,0.6782044172286987,0.7343238365870935,0.6771906614303589
35,0.7432733476161957,0.6841536164283752,0.7318225017300358,0.6798713207244873
36,0.7408270786205927,0.6841536164283752,0.7309797450348183,0.6846369504928589
37,0.7381677329540253,0.6873986124992371,0.7293038649691476,0.6896408200263977
38,0.7413743237654368,0.6884802579879761,0.7280213093316114,0.695478618144989
39,0.7471825480461121,0.6879394054412842,0.7258292668395572,0.6978614330291748
40,0.7391354689995447,0.6895619034767151,0.7250761654641893,0.6978614330291748
41,0.744601751367251,0.6803677678108215,0.7245138221316867,0.700065553188324
42,0.7391785532236099,0.6976743936538696,0.7220337633733396,0.7050098180770874
43,0.7345052063465118,0.7063277363777161,0.7205351872576607,0.7066181898117065
44,0.7386874159177145,0.7041643857955933,0.7195812756264651,0.712396502494812
45,0.7354245235522588,0.7063277363777161,0.7170543797590114,0.7140644788742065
46,0.7420393079519272,0.7020010948181152,0.7173875956623642,0.719127893447876
47,0.7439180910587311,0.705246090888977,0.7155987603796853,0.721868097782135
48,0.738922600944837,0.7074093818664551,0.7153941034166901,0.7213915586471558
49,0.7380086183547974,0.7122769355773926,0.7142603452558871,0.7216894030570984
50,0.7363883554935455,0.7128177285194397,0.7133701918301759,0.7199618816375732
51,0.7335291852553686,0.7041643857955933,0.7127718820616051,0.7260379791259766
52,0.735269104441007,0.7128177285194397,0.7112790608295688,0.7300887703895569
53,0.7366049935420355,0.7117360830307007,0.710179231233067,0.7315184473991394
54,0.7411194642384847,0.7138994336128235,0.7101182647877269,0.7347351908683777
55,0.7393973171710968,0.7133585810661316,0.7090767702018773,0.7345564961433411
56,0.73992853363355,0.7133585810661316,0.7068010027761813,0.7405135035514832
57,0.7394367853800455,0.7155219316482544,0.7061536927466039,0.7389646768569946
58,0.7412624508142471,0.7133585810661316,0.7057063816874115,0.7399178147315979
59,0.7400716791550318,0.7106544375419617,0.7053075416220559,0.7446238398551941
60,0.73888199031353,0.7225527167320251,0.7031350720811773,0.7478405833244324
61,0.732668270667394,0.7138994336128235,0.7032580375671387,0.7501042485237122
62,0.7434128820896149,0.7095727324485779,0.7025164470628456,0.7487341165542603
63,0.7331181863943735,0.7138994336128235,0.7024997638331519,0.7494489550590515
64,0.737526555856069,0.7263385653495789,0.6997376026378738,0.7501637935638428
65,0.7398935357729594,0.722011923789978,0.7007740139961243,0.755465567111969
66,0.7373533646265665,0.725797712802887,0.6994304974321965,0.7545719742774963
67,0.7437809904416403,0.7263385653495789,0.69797790436833,0.7599928379058838
68,0.736218457420667,0.7290427088737488,0.6993891409149876,0.7564782500267029
69,0.7365045795838038,0.723093569278717,0.6981949033560576,0.7580270171165466
70,0.7354484299818674,0.7252569198608398,0.6955041405227449,0.761958658695221
71,0.7356560528278351,0.7187669277191162,0.696468583687588,0.762196958065033
