,val_loss,val_binary_accuracy,loss,binary_accuracy
0,0.4959586760728462,0.9967044591903687,86.72141460552811,0.9881705641746521
1,0.13554210095756078,0.9967044591903687,0.20329243491093318,0.996687650680542
2,0.09711824184240297,0.9967044591903687,0.10258177686482668,0.9966874122619629
3,0.0860849225837923,0.9967044591903687,0.08560063426072399,0.996687650680542
4,0.07993458613654308,0.9967044591903687,0.07859726874157787,0.9966874718666077
5,0.07524948372842861,0.9967044591903687,0.07393498678381244,0.9966874122619629
6,0.07105613199133809,0.9967044591903687,0.06989748844256004,0.9966877102851868
7,0.06663702674630868,0.9967044591903687,0.06598159642890096,0.9966878294944763
8,0.061837747823013815,0.9967044591903687,0.06162073180700342,0.9966875910758972
9,0.056705342321053294,0.9967044591903687,0.05694613742331664,0.9966874718666077
10,0.050780167933120283,0.9967044591903687,0.0517747040061901,0.9966875910758972
11,0.04382716790089179,0.9967044591903687,0.04557363037019968,0.9966878294944763
12,0.038201652247570085,0.9967044591903687,0.039451523249348,0.996687650680542
13,0.034368373886790385,0.9967044591903687,0.03496388169005513,0.9966874122619629
14,0.03135459500046268,0.9967044591903687,0.03169893987166385,0.9966875910758972
15,0.028497931958977565,0.9967044591903687,0.028900435559141138,0.9966877102851868
16,0.02575200427620613,0.9967044591903687,0.026160192776781818,0.9966877102851868
17,0.023046479056097344,0.9967044591903687,0.023501106879363458,0.9966871738433838
18,0.020741719460158153,0.9967044591903687,0.021065647752645116,0.996687650680542
19,0.018701080351981314,0.9967044591903687,0.018980968339989582,0.9966877102851868
20,0.017016999041383152,0.9967044591903687,0.01718735711959501,0.9966878294944763
21,0.015508763086780956,0.9967044591903687,0.01568331040131549,0.9966872930526733
22,0.014143200533965795,0.9967044591903687,0.014304624575500687,0.9966879487037659
23,0.012942438771904902,0.9967044591903687,0.013086342357564718,0.996687650680542
24,0.01196258680344222,0.9967044591903687,0.012023100113340963,0.9966875910758972
25,0.011263619242019431,0.9967044591903687,0.01121236221321548,0.9966871738433838
26,0.01063521798434002,0.9967044591903687,0.01056322867128377,0.9966875910758972
27,0.010093991013485133,0.9967044591903687,0.0099814460069562,0.9966878294944763
28,0.00966949983688684,0.9967044591903687,0.009497343380159388,0.9966871738433838
29,0.009306088520022128,0.9967044591903687,0.009101287648081779,0.9966874718666077
