,val_loss,val_binary_accuracy,loss,binary_accuracy
0,0.1548111075999531,0.9622117877006531,0.15490570180118085,0.962943971157074
1,0.15496058078897357,0.9622117877006531,0.15454906051357586,0.9629443883895874
2,0.15438913368307475,0.9622117877006531,0.15441413695613543,0.9629443883895874
3,0.1543761189296792,0.9622117877006531,0.1542970752964417,0.9629440903663635
4,0.15439422208308382,0.9622117877006531,0.15419716462492944,0.962943971157074
5,0.15429978700125732,0.9622117877006531,0.1541253414005041,0.9629443883895874
6,0.15415489750348058,0.9622117877006531,0.15407206838329632,0.962943971157074
7,0.15409992137719628,0.9622117877006531,0.1540235612541437,0.9629440903663635
8,0.15415519197468347,0.9622117877006531,0.15394782548149427,0.9629438519477844
9,0.15393989582691478,0.9622117877006531,0.15388647106786568,0.962943971157074
10,0.1539996268840327,0.9622117877006531,0.15384562810262045,0.9629440903663635
11,0.153960743888074,0.9622117877006531,0.15382978183527787,0.9629442095756531
12,0.15386424505730403,0.9622117877006531,0.15374082438647746,0.9629442095756531
13,0.15383266591996053,0.9622117877006531,0.15368224047124385,0.9629438519477844
14,0.15383459763768503,0.9622117877006531,0.15358903668820859,0.9629442691802979
15,0.15381235963482398,0.9622117877006531,0.1535596625258525,0.9629442095756531
16,0.1538194998653228,0.9622117877006531,0.15350044270356497,0.9629446268081665
17,0.15369470645224928,0.9622117877006531,0.15352054784695307,0.962943971157074
18,0.15362493467340835,0.9622117877006531,0.1534670648475488,0.962943971157074
19,0.153602159795571,0.9622117877006531,0.1533711079508066,0.9629440903663635
20,0.15361986685531875,0.9622117877006531,0.15333332779506842,0.962943971157074
21,0.15360218651617485,0.9622117877006531,0.1532618347555399,0.9629442095756531
22,0.15356746672395852,0.9622117877006531,0.1532436682532231,0.9629443883895874
23,0.15351055788983933,0.9622117877006531,0.1532288352648417,0.9629440903663635
24,0.15350553841388898,0.9622117877006531,0.15321496799588202,0.9629442095756531
25,0.15354263457002434,0.9622117877006531,0.15318149775266648,0.9629440903663635
26,0.15352231808675088,0.9622117877006531,0.15316380138198535,0.9629440903663635
27,0.15344580807460106,0.9622117877006531,0.15305800475180148,0.9629443883895874
28,0.15360532991860396,0.9622117877006531,0.15305351316928864,0.9629436731338501
29,0.15348345241772376,0.9622117877006531,0.15304122293988864,0.9629440903663635
